,stars,body,name,title
249,4.0 out of 5 stars,"The phone is awesome, Oxygen os is smooth with some lags, sometimes when you change icon shapes or theme, phone becomes unusable, this is a bug which can be fixed by updates.Back camera quality is average, front camera is good.Build quality is average.They hyped about the 5G, because this support only 1 5G band, if you want this phone for only 5G, then don't purchase it.Finger print is adequately fast than other phones with this feature, but slower than a typical sensor.If you are a normal user like me, you can purchase this phone.",Aman juyal,"Decent phone, BUT"
250,1.0 out of 5 stars,"There are various issues with the phone1.Even after updating to the latest android version, the face unlock camera is not working. When I am trying to set the face unlock, the camera is not turning on2. The screen has not been optimized for the punch hole camera. Even after selecting the full screen from the front camera option in the settings, the area covered near the camera is blacked out",Somesh chandra,Software Issues
251,3.0 out of 5 stars,"1. Not value for money,2. Volume key and power buttons are opposite in direction, when we want to lock screen by default screen shot is captured because of diagonally opposite buttons.3. Multiple screen options not available like samsung mobile for same price.4. I didn't find different megapixel settings in camera.5. Auto call recording options will not work properly, some times it will work and voice message will come for auto recording is started like that, this is not correct.6. There is no separate call recording folder.",K Sreenivasa Gupta,It is not value for 25k price. Please don't buy
252,5.0 out of 5 stars,"Great phone. Light weight, soft touch, camera and sound quality is excellent. Lot of extra OnePlus add on features. Facelock also available. No heating issue. Overall great phone in this price.",Neha K,Great product from one plus at this price
253,5.0 out of 5 stars,*64 MP rear camera📷*16 MP front camera🤳*4500mAh battery🔋*750g processor💽*12gb ram🔥*256gb storage💾*90hz display📱*Oxygen os operating system🖲️*3.5mm audio jack🎧*In display fingerprint🌀*5g support🌐Overall the best oneplus smartphone in this mid-range section. Complete all-rounder😍 very smooth 🤗 and fast🤩 using experience.,Manoj Kumar K N,OnePlus nord CE 5g at it's best♥️
254,2.0 out of 5 stars,Worst phone better to go ahead with some other phone at this price range. After using for 24 hours I haven't found any pro in this phone. Even Mi Y2 is far better than Nord CE model. The basic problem of this phone1. you can't make a full screen video call2. worst camera at this price range3. Audio quality poor4. Heating issue while playing games5. It takes approx 2hour to get fully charged i.e from 1% to 100%6. Back panel of phone doesn't give an experience of using 25k phoneGet a Mi Y2 phone at cost of approx 9000 and you will feel Nord CE lags in every aspect from even that phone. Not at all worth phone at this price range,Aditya,Worst camera at this price segment in simple words unchi dukan feeki pakwan
255,1.0 out of 5 stars,OnePlus Nord 5g ce faltu mobile.. don't buy Nord 5g ...Apka peisa barbad hoga..All time hitinghang problem12/256 gb ka mobile liya tha .phir be hang problem. New mobile charging adaptor or cable missing...,partha pratim debnath,Nord 5g akdom faltu mobile
256,1.0 out of 5 stars,Phone camera quality is very poor... Indore images phone camera very poor and noise.... Not happy with this range is camera quality performance is very good... Battery is ok long last lasting game one day battery backup... full charging fast charger 1 hours...I am Oder this phone 16 June time12pm... product is 18 June 2:30 p.m.  camera show cheap....8th day I am use this phone I am not satisfy and today 26 June time 1:30 a.m. mobile full charging my mobile but mobile not on.... Still now last image oneplus Android powered 😡😠 bakwas mobile don't purchase....this phone...,Phool Das,Waste of money
257,3.0 out of 5 stars,The phone is really nice and I am happy with it. However there's one issue that has bothered me which was the fact that it did not support my airtel sim. It definitely wasn't the issue with my sim because it was compatible with my old one plus phone. I guess there's some issue with Nord not supporting airtel sim card. I had to buy a new sim and wasted half my day fixing this.,shalaka,Did not support my airtel sim card.
258,4.0 out of 5 stars,कॉल रिकॉर्डर ना होने के कारण loss feel hota hai इतना अच्छा मोबाइल होने के बावजूद कॉल रिकॉर्डर नहीं दिया गयाDisplay एस्मुथ है लेकिन फोन कॉल बहुत स्लॉय थोड़ा स्लो से  ???🥴😵,Tarunkumar,Call records ki kami hai😵😵😵😵😵
259,4.0 out of 5 stars,A great daily driver...don't expect flagship performance...but u will definitely get more than you would expect...a great software experience...just wat we can expect from OnePlus...also a decent camera at this price point...u can see the images I attached...capture good colours...overall a great buy at this price point...u can go for it if u want to have a good software experience...it will not let u down for sure...,srijani das sharma,A grt deal breaker at this price point. Not a flagship killer bt definitely live upto the expctatn
260,2.0 out of 5 stars,The phone looks like a oppo midrange phone .. battery charges within 40 mins but drains faster than that.. cheap build quality can break anytime.. Gets heaterd on normal usage without even playing Games. Requested for return..,shivraj,Battery drains very fast.. even in power saving mode
261,4.0 out of 5 stars,"Your browser does not support HTML5 video.


   Great smooth performance thanks to oxgyen OSCamera quality is good day timeLow light photography could have been betterUsed it for a week it was buttery smooth with 90hz displayexcellent battery lifeWide angle shots are good but little  soft same goes for 2x zoom main camera takes amazing shotsBut all works great in day time photographyBig disappointment is there’s no OIS for videos and comes with only one 5G band lol.It was good purchase and amazon delivered the very day.",Ajitesh,Good phone at this price range
262,1.0 out of 5 stars,Not performance not good1. Network and data not working properly.2. Automatic switch off with out of notice with its pocket and rest place.3.if given the phone restart it will not work.  Totaly it's not worth of money with one plus brand I am not expected.Above problem faced early day how can I trust in the future if replacement done.,Amazon Customer,Not worth of money poor quality.
263,4.0 out of 5 stars,"There are few bugs in Oxygen OS which should be resolved. For Example when I say ""OK/Hey Google"" the phone vibrates and responds with audio but animation (pop up) is not visible.Camera : Post Image Processing sucks.Speaker:  loud but audio gets muffled when volume is at 100%Ambient Brightness sensor could have been better : Brightness varies too much. Not Suitable for outdoors.",Dhruv Patel,Could have been better
264,3.0 out of 5 stars,"k so today i got the phone overall a good product but being in this much cost it should really really need yo update the camera it's really disappointing me and bugs which they are giving now it's able to delete also it too should be corrected , there are many phone at this range giving much morr facility's but we choose you because of your security and camera and if you are compromising in this too only why not we will choose a better phone rather then oneplus , it's not only me i hope oneplus will correct the mistake by update and will show everyone that oneplus nord CE is the best to choose and yes battery is consuming a bit faster",Bhavna singhania,Need to upgrade with an update
265,5.0 out of 5 stars,1.Phone is very thick and slim.5/52 camera is great. Portrait mode can be more better.But in camera 4/5.3. Oxygen os is lit.5/54. Though it has plastic body but its look premium.4/55. Full day battery.5/66 .Pubg and COD is running very smoothly.4.5/57. I miss the alert slider seriously.0/58. 1 hr max for full charge 5/59. Speaker quality is not upto the mark.10. Typing vibration is not so good.At the end you can find other phones with more features in this price range like mi and realme but Oxygen os is way better. This phone is well balanced. I am happpy with this phone.,Rishab sharma,This is awesome😎
266,4.0 out of 5 stars,The phone is not upto the mark...it's not exciting. I didn't like it's display color. It's yellowish nd not pure white. The worst thing I have experienced is packaging..it was ridiculous the phone box was out of the cardboard package. I think Amazon should notice ds if the package condition is like this iam never gonna buy anything from this site. Worst packaging,Kavana☺️,Worst packaging
267,5.0 out of 5 stars,"ProsSoftware-oxygen os is goodBattery-excellent backup and fast chargingDisplay-goodCamera are okayProcessor is 750g and it is better than 765g in cpu performance but lags behind in gpu performance (games)3.5 mm Headphone jackConsBuild qualityLack of alert sliderSpeakers ,no dolby supportNo ip ratingVerdict - if u r primary importance is good software and battery go for thisIf u r a heavy gamer go for other brandsAs for 5g it still takes a lot of time in india to get better speeds and coverageMaybe 12-18 months",Simmiliharsha,Good
268,5.0 out of 5 stars,Phone is pretty fast and works well .,Harsh,Highly recommended 🖤
269,3.0 out of 5 stars,"I ordered this and return at very next day.1. Its performance is really good. CAMERA is ok.I returned due to these points1. Screen has two small dots ,it looks like damaged screen.2. While charging it is heating up.3. It seems like used phone as screen had many fingure touched spots, it was not with temporary screen guard.3. Screen size is small , smaller than Samsung 9k phone.4. It is light weight phone , made of plastic material. Not strong build quality.",Rajesh,Not good at this price
270,2.0 out of 5 stars,I have bought One Plus for the first time. But feel a bit disappointed.  The premium look cannot be a substitute for the real performance. The biggest pain point is the fast draining battery of this phone. Be careful while you buy this one. While some rumors r there that the company might soon come out with a fix. But till then one has to bear with it.,Sachin Agarwal,Battery is a big pain point of this phone.
271,4.0 out of 5 stars,"I upgraded my 3 year old redmi note 5 pro phone. My first time buying one plus phone & i really like finished of the one,  android 11 is very smooth to use, functions are fast. awesome experience till now with extensive use. I had many options like some iqoo phones & Google pixel 4a.. eventually i choose one plus Nord CE 5g .everything is just well balanced. camera quality is little bit goes down,weak image processing. Eventhough camera features is good for me.thumbs up👍Amazon for fast delivery.#oneplus#neversettle#amazonindia",Jhanvi Gadhiya,#NeverSettle
272,5.0 out of 5 stars,It was a Father’s Day gift for my dad and he loved it! As the body is not made of metal it is super light which makes it easy to carry and use it with one hand. Only issue (not with the phone or performance) is that there no screen protector or cases available and have to wait for few weeks or months until for it to be released. Thank you.,Jikku ali,Smooth and slick performance.
273,3.0 out of 5 stars,Battery consumption is too much.Charging time is around 1 hour 30 minutes which is way too slow having a 30 watt charges.70% in 30 minutes is not at all true.Just charges 30-35% in 30 minutes.,Chetan,Battery back up and charging time.
274,5.0 out of 5 stars,"Everything is good in this phone , Fast charging is great. 70% battery got charged in less than one hour. Camera quality is great and the phone keyboard works like butter.I only noticed one negative thing and it is, when I unlocked the screen then camera was opened by default, I tried to close it but it took few seconds rest all is good.",amit k.,I love it!
275,4.0 out of 5 stars,pros1 Speed of 12gb ram is awesome2 Oxygen os is fast unlike other ui.3 screen size is good and light weight..lighter and slimer than iphone xrCons1 Single speaker2 screen could have been 120hz3 camera not upto the mark of 27k phone4 no memory card slot.,Bilash Banerjee,Nord CE overpriced
276,4.0 out of 5 stars,"Everything is good in OnePlus Nord CE 5g.At this price range I think OnePlus has done a fenominal job. The phone is smooth due to its Oxygen OS and is light weight even after 4500 mAh battery. Alert slider doesn't play a very big role..so, no regret of not having it on this phone. The only thing which I didn't like is camera. It's not that good, it could be better. But still pictures are decent.",Mehul Misra,Value for money
277,5.0 out of 5 stars,"If you want to buy this phone for bgmi, don't buy it, it is a best over-all phone, not particularly good in gaming. You will get constant 40fps but these days u can get 60fps in this price point easily. Otherwise this phones in hand feel is very premium. It's light weight and camera after the update is very good!",Abhijeet,Is this device good for BGMI/PUBG?
278,3.0 out of 5 stars,"Had it not been for the Oxygen O.S. and Clean experience, I would not have gone for this phone. Unfortunately, lately, Oneplus is losing its charm. Even in the flagships, heating issues, slower updates, and average camera experience (Even after Hasselblad collaboration) have been very prominent.Now, there is news about some collaboration between Oppo and OnePlus. If they ditch the Oxygen O.S., then nothing good will be left in the brand.I hope they come around....",Bhavesh J.,"Overall Quite Average Phone, and as OnePlus Brand wise, it is big disappointment"
279,5.0 out of 5 stars,After switching from my moto G5 s PlusTo one plus the overall experience was good it's nice phone especially I purchased this one only for performance after reviewing on NDTV gadgets score there was 10/10 performance score listed for this phone.I am giving 4 stars for finger print reader comparing to my previous motoBut performance is cool.Nice phone,shuja naqshbandi,Excellent experience good phone
280,5.0 out of 5 stars,"Excellent product from oneplus. It's fully loaded, fast and light weight. Good cameras and super fast charging. One will never regret with a oneplus. This one is for people who are heavy users of phones. Enjoying the experience.",Shreenivas,Great phone
281,5.0 out of 5 stars,OnePlus as a brand keep on providing a decent phones in the recent era...One of the most liked brand nowadays...Pros:1. Very handy to use2. Premium design3. Good cameras and well placedCons:1. Fast draining battery but overcomes by 30T warp charger,Sajeeth,Best mid-segment phone ever
282,5.0 out of 5 stars,Beauty in black,Sandeep Salunke,Beauty in a black
283,4.0 out of 5 stars,"Worth for moneyGood performance, finger touch and face unlock as expected,camera quality after image processing is not much impressive might be after system update it get resolve, missing noch to silent phone,But overall good quality phone,And yes 3.5 headphone jak is back 🙃",Customer,Worth for money
284,3.0 out of 5 stars,"I am not really satisfied since 12gb ram? Oh it's not that much fast since my previous phone Redmi note 5 pro was good with 4gb ram.Rear camera is good but didn't like the front camera.Phone look and feel, touch sense is very good.90hz display? Really I didn't see as expected.Warp charge is good but battery drains fast.Deleting photos from gallery takes long time.Any app closed or call ended toast stay for 30 seconds.",Nagaraja S,It doesn't meet expectations and really not satisfied
285,5.0 out of 5 stars,Thnqq amazonFor discountPrice,Ojasva pratap singh,Nice mobile
286,4.0 out of 5 stars,"Very good Camera performance, in dark performance weak. Battery performance very good, charging fast and drainage too fast...light weight, slim design...ppi well...but both sim r not supported 5G. Phone heating issue. All around average product by one plus.",Parveen,0-70% not charge in 30 minutes. It's charge only 40%.
287,2.0 out of 5 stars,"Don't buy this device if u think fast charging works.Here other phones are taking 40 min to charge it full this gentleman is taking more than 2 hrs to charge. Not acceptable in this era.Screen quality, oxygen os, design is top class . Rest noting is good.Camera quality...yuukkkk.Processing ..goodCharging speet...o God my OnePlus x used to charge faster than this.Go for iqoo z3 guys...except screen quality everything is value for money there.",nitish kumar singh,"Not a value for money device, very slow charger"
288,5.0 out of 5 stars,"I have bought it for my DAD as he is basic user so it is best due to its smoothness of software, finger print reader is accurate and after update battery life is much better. So as it's Oneplus hoping for betterment in everything by OTA updates which shall keep the phone lag free as it use to be , as of now thanks one plus for core edition cheers!",Vinay.M,Smoothest and fastest without any ad ware in Mid Range
289,3.0 out of 5 stars,"This doesn't feel like oneplus phone. Build quality is cheap. Display is not well calibrated.Camera as always is not up to the mark. Only good thing is with this price range we are getting amoled display, bigger battery, 3.5mm jack.",Sandeep,This is not a Oneplus phone
290,5.0 out of 5 stars,Worthy buy....It's giving good experience...Those who are having more expectations they should not buy this phone and don't get excited. Those who are fresher for OnePlus they only eligible to use....Based on price and quality it's giving good experience.,Amarr,Don't keep more expectations but it is a worthy buy
291,5.0 out of 5 stars,"The phone is good for it's range. I will not compare it with other products.Initial updates are a little buggy which may soon be repaired. Dash charging is good but becomes slightly difficult with the cover on (You don't want to destroy your newly bought items, do you?).The display and sound are pretty good too. Cannot comment on the camera quality for now as didn't get a chance to test it.",Amazon Customer,A good budget smartphone
292,2.0 out of 5 stars,"Not good, waste of moneyCamera quality is not goodBattery drain very fastHeating issueCheap plastic body , it is looking like having 10000 mobile in handNo return policyTotal waste of money",Karan CHAUDHARY,Waste of money
293,5.0 out of 5 stars,"All the negative review posters, please get pragmatic. At the price offered, this certainly is a good phone. Nevertheless, the alert slider and a better performance in terms of low light photography is something oneplus should not have omitted, but the OS performance, the premium look, the reduced weight, the aux port and the great display, kind of makes up for the loss. It's a thumbs up from my end.",Shubha Brota Raha,Value for money
294,4.0 out of 5 stars,OS out of the box was not stable. Received 11.0.3.3 update during initial setup. Seems lot better after updating. Camera is average. Phone could have been priced starting under 20k. Think of 3000 as brand premium. Netflix is preinstalled and cannot be un-installed(only disable). Best for people with basic usage like parents. Oxygen OS is whats keeping OnePlus alive.,sid,Average camera
295,5.0 out of 5 stars,"I was looking for a phone in 25000 to 30000 rupees category and i did not get any better phone than this. Outstanding performance so far, everything is going good of this phone performance.",Mohd Nazim,Amazing phone
296,4.0 out of 5 stars,It's ok.not great,venkat,One plus nord
297,4.0 out of 5 stars,"Pros:Great displayGood OSSmooth gaming and otherwise performanceSuper fast chargingCons:Camera is not so greatBattery backup is at max a daySome people are facing bugs like notifications lag in Oxygen OS 11.Overall the device works good and smooth. Hopefully, camera will be improved with updates and also bugs will be fixed. Battery backup is not much of an issue as the charging is very fast.",Chander Shekhar,Overall Worth it!!
298,3.0 out of 5 stars,Camera is poor.. it's just 64 mp in name.. samsung 12 mp is more better then itOIS also not installed so moving objects picture turns very blurredSpeakars are single while all other one plus have double stereo speakersAlso no protection to screen by embedding gorilla glass coversIn same range MI 11x pro or realme 7x max could be better choice,swapnil sanghi,This is not one plus which we used to know.
299,1.0 out of 5 stars,"Ordered two devices. Neither of them can connect to public wifi (hostel/office wifi and alike). Tried contacting support, more than an hour on hold over call and additional 4 hours of hold on their chat support. Not recommended",prashant,"Terrible connectivity, worst support"
300,5.0 out of 5 stars,"Delivered next day from booked day, I using it for 3 days and not found any issues. look and feel is good, i am not a gamer so my review is not recommended for gamer, performance is okay when working with multi tab. sound quality is good with headset and speaker. price is quite high.",appu,Overall Good
301,3.0 out of 5 stars,"Not worth the price point, camera is not upto the mark (especially the front camera). Multiple lags in the OS & the mobile get stopped while using multiple apps within a time frame. Looks, weight & Size of the mobile is good compared to other competitor in the segment. But most importantly the features needs to be worked on.",Ashfaq Ahmed,Its an Okay Mobile
302,2.0 out of 5 stars,"Iam unsing nokia3.1plus since 2 years but it's ram very low but i can managed very well, i just want to change my choice to oneplus but this oneplus is worst than ever any mobile i think, better to suugest don't buy this device..",Khagesh,Worst ever.
303,5.0 out of 5 stars,"I am using first time one plus phone, so not sure how good it should be but based on my needs, it's much better than my previous phone, so obviously very happy (overall)Regarding Battery - it's super fast and fully charged in less than 30 minutes and lasts up to 3 days (PS: I use the phone mainly for office purposes only, HO calls, Phone Calls, Internet Surfing, etc.)WiFi Hotspot issue - unable to connect as WiFi HotSpot",Vikram Chopra,New Experience in One Plus
304,3.0 out of 5 stars,Meri taraf taraf se to sabhi logon se yah request hai ki is Phone ko naahi khariden isliye ki yah heat bahut jaldi hota hai kuchh bhi kam karo hit ho jata hai,Hareram thakur,Is mobile ki problem hai heat hona
305,2.0 out of 5 stars,Camera image manipulates a color so much that it won't appear normal. Worst part is whatapp video calling where other person will see very dark and blurred image of yourself.This is not a device specific issue as I get the same complaint from various users of this product.,OnePlus Admire,Camera quality is not good
306,2.0 out of 5 stars,"Thought good deal offered by one plus. Everything is half baked from camera, display and performance. If hardwares is not good, what is the use of softwares. Not a allrounder product. One plus is just another black berry! First time phone reviewers are right!",PRABHU KIRAN,No OIS & Screen quality poor
307,3.0 out of 5 stars,"Pros:DisplayWeight of phonePerformanceClean OSNo heating issuepremium lookFace recognitionCons:Camera qualityTaking too much time to delete items, not sure whyNo slide alert button like other one plus phonesNo Gorilla glassBattery drains Fastly",vikas,Not worth
308,5.0 out of 5 stars,"Loved the performance ,display and the camera.missing alert slider.",MAHESH,Really great performance in 12gb ram and 256gb version
309,4.0 out of 5 stars,I never thought front cam would be disaster in oneplus.My earlier MIa2  was far better camera.Over hyped mobile.First oneplus experice is very bad.Do work on Camera improvement pls.,Nur,Worst front camera
310,5.0 out of 5 stars,"Excellent performance, handy and slim. Front camera not upto the standard. Battery back up is excellent. Charging time not as per the one plus claim.Overall ok phone but over priced compare then similar models available with other brands.",Vinoth kumar,"Slim, Handy, best performance, camera performance to be improved. Slightly overpriced"
311,2.0 out of 5 stars,Front camera quality is very very bad. It shows dark circles on your face.Good to transfer all the data from old device.U can easily run parallel what's app and Facebook at a timeFingerprint reader takes time to readIf u r using mobile at high expo then it u need to charge device twice in a day,Chandrakant,Buying for camera then  try not to buy
312,3.0 out of 5 stars,Battery drains very fastCamera is not top notchNo gorilla glassPrice is high,Real Reviews,Not as expected
313,2.0 out of 5 stars,Camera quality is very very badBattery backup not up to the markSound quality need to be improvedTouchscreen screen not good,vivek kumar,Camera quality is cheaper
314,1.0 out of 5 stars,"As in the specification battery capacity about 4500 mAh, but it looks like 3000 mAh, All the notification off .But battery still drains , it's not coming for more than 12 hrs. 2 times has to charged daily. Also mobile phone heats very much when using internet.",Jai Ganesh,Battery Life very bad
315,4.0 out of 5 stars,"1.Oxygen Os is Best...(Android 11)2.Phone display is Best...3.Camera is quite Good but not best...4.Charging is good (1hr for 100%)5.Battery Consumption is Little higher but it's okay...((One Day Battery))6.((Over All Good for Light and medium phone users...))7.By joining red cable club,you can get extra 3 months warranty*4/5*",Pradeep,Good
316,4.0 out of 5 stars,"Good camera, smooth and superior display, Battery is okay.",Sandeep Sharma,Very good mobile in this budget.
317,3.0 out of 5 stars,"I was previously using OnePlus 6, my review will be mostly with comparison with OnePlus 6.Pros1. Running smoothly2. Camera goodCons1. When I transferred my OnePlus 6 4K 60 Fps video it's not running on OnePlus Nord CE, very disappointing2. Few software bugs are there3. Battery backup is not good.",Shyam Kaushik,Second OnePlus
318,2.0 out of 5 stars,"Battery charging is slow. It is taking around 2 hr to charge from 20% to 100%. Dialer app not good. While recording, no voice from the other side. Also there is automatic voice for recording started. It is not a never settle phone.",Amazon Customer,Battery is taking more time to chatge
319,5.0 out of 5 stars,Last week I have ordered one plus nord ce charcoal colour and returned itndie to WARP option is not comming while charging for that slow charging issues came and reppaced it within two days and hot new one and now everything is working smoothly and what a mobile all are good veru fast processing Battery life and Dark mode option camera everything I likes about this phone ..the Best one i got it..,Sharan Patil,Fantastic Mobile..!
320,2.0 out of 5 stars,Fingerprint reader is n lo very slow or failing often. Bluetooth not working. Camera quality is not good for videos and front camera. Camera quality is below-par for the phone that is this expensive.  Go for better phone,Sravanthi,Can do much better
321,1.0 out of 5 stars,Its has pathetic  camera and not for one piece  all phone are same when i orderd replacement  i got to know  that .i doesn't  have 4video quality  it has some vivos camera sp dont buy it rather go for 5-6-7 t of one pluse but don't waste money on this,Meghana patil,Waste of money if you looking for good camera phone
322,3.0 out of 5 stars,"I like its look, light weight. But the battery drain out very quickly.  Moreover, when I opened the box, I have not found the tray eject pin.  This may appear to be very small thing but this shows carelessness on the part of the manufacturer.  They must ensure that everything is their before packing it.",Tanvi,Negligence on the part of manufacturer and battery drain out quickly
323,1.0 out of 5 stars,Was using Samsung J6 from past 2.5 years and was not facing any problems.  Just made my mind to upgrade the phone. Charging is fast. Rest all is poor. Gallery opens so late that it kills us patience.  Lagging in phone is there.cheap product from One Plus. Have returned the same and will again go for some Samsung phone. Pls don't waste money.its not a 6gb phone according to the performance,Arya,Cheap product from Oneplus
324,2.0 out of 5 stars,"After using 4 days ... Bad experience leaving k20 pro .Pros: one plus brandonly screen quality is good.Cons:  baterry backup is patheticCharging takes 1 hour 30 minsCameras are below avarageSpeaker is not good at high volumeBrightness in sun, is joke.Please check one plus ce 5g discussions forms in Google and decide to buy.",Amazon Customer,"Honest review , think before you buy"
325,2.0 out of 5 stars,Don't buy too expensive .Good phone for 15k price range.Touch is not good as Samsung. Better go for samsung. Phone lags under normal conditions also.Over priced and over hipe . Amazon did not allow review until few days after the purchase.,Harkanwal Singh,Expensive phone. Should be 16 k
326,3.0 out of 5 stars,Unexpected experience I thought that oneplus gives a lot of good things bt there is not surprising anything.Pros -charging speed is awesome (5/5)Performance (4/5)Sound (4/5)Light Weight (5/5)Cons -Picture quality of camera average (2.5/5)Battery drain very fast (2/5)Overall I suggest another in this price range,Mayank K.,Not worth in this segment
327,1.0 out of 5 stars,"I purchased this one because of brand. One plus is good brand. Every thing is good except camera. It's a light weight mobile, display quality is good, touch is good. Front and rear both cameras are very bad in this price range. I am using Samsung m31s that is very good camera wise only.",Anuj Panwar,Camera is bad...
328,3.0 out of 5 stars,really amazing phone but not happy with camera. otherwise phone is great.,DualClick,really amazing phone but not happy with camera. otherwise phone is great.
329,1.0 out of 5 stars,This product is not worth buying as there is no feel of OnePlus and it's a waste of money I would say. Not worth of 1/5 star rating also. -5/5 would be actually better ratting for this product.,sharan,Waste
330,5.0 out of 5 stars,"I don't know why some people doing negative comments, it is really nice product with stylish design at 25k range,light weight, wonderful OS very smooth touch screen display, camera also very nice only thing is it gives less quality photos in low light conditions but it can manage by selecting nightscape option. If you want to buy this product? just go for it guy's",Shekar H,Very smooth and stylish
331,4.0 out of 5 stars,Mobile is very cool. It is one plus budget phone. I love this phone.,Nishi singh,Good mobile in budget
332,2.0 out of 5 stars,Phone is very niceBattery n performance is very goodOnly drawback is poor video quality in whatsapp call,Brahmendra kumar,Video quality is very poor
333,2.0 out of 5 stars,"Bought the new phone on 18th June, from today morning camera app is having issues, as soon as I open camera application, error notification pop-ups saying- 'camera isn't responding' and suddenly camera is turning off!Rectify the issue",varun m s,Camera error
334,3.0 out of 5 stars,"bought one plus CE 16th June and delivered on 18th June, facing issue in meadia gallery, whatsapp and other images are not visible in gallery.. only camera pictures are visible... expecting to shorrt out the problem ASAP by one plus team..",Sanjay,"other than technical issue, good phone at this price range."
335,5.0 out of 5 stars,"If you looking for a light weight phone than go for this . Light in weight ,good in performance . Charger is bulky it  compensates phone being handy charger isn't .Camera is fine .If they can launch a modle with screen size upto 5 inch . This phone wil be dam handy .",Diwakar,Worth money
336,5.0 out of 5 stars,"Your browser does not support HTML5 video.


   Great software as provided by one plus, superior oxygen is. Decent camera performance. Bettery life is good. Fast charging is great as promised by one plus.As far as smooth like butter.This is the initial 7 days reviews.",Gaurav Bajpai,Good budget phone with super specifications
337,2.0 out of 5 stars,I started using this phone.I am finding heating issues in the phone.Also battery drains off very fast.Photo quality very poor. I am disappointed by the quality of the phone.,Prashant Nair,Ok model not to expect much from it.
338,4.0 out of 5 stars,SUPERB CAMARA QUALITY,Kamesh badam,SMOOTH PERFORMANCE
339,5.0 out of 5 stars,Battery charging is super fast. People argue that this is overpriced in this segment but I guess ease of using the phone and mainly the OS wouldn't be so good in other comparable phones. It is super light and handy. Cheers,RajThilak,Superb phone I liked it
340,5.0 out of 5 stars,M 1st time user of one plus so m not missing alert slider but chahiye tha .Battery back up is best  no compromise.Camera is also goodOverall mobile is best,chitraksh,Love this phone
341,5.0 out of 5 stars,"I have received on 20th June, my first OnePlus, good features at reasonable price..... found no issues, battery charging very fast....",Pramod Mhatre,Superb
342,5.0 out of 5 stars,Decent Features with Good Display...phone is becoming little warmer which is common in the beginning I guess...I have seen even iPhone getting warmer...Camera is not bad and not extra ordinary also but just good,Unknown,Good Mobile at this price range
343,4.0 out of 5 stars,"I have used the Mobile for few days and the performance is getting better and fast day by day. Takes 1hr for Full charge and with 90hz refresh rate, it's so smooth to use. Camera quality is good and nite mode cameras quality has been better after an update. First time OnePlus users go for it, worth the price. 1 star reduced for single band 5g.",Karthik Srinivas M,Great mobile at this price.
344,3.0 out of 5 stars,"Low cost product from OnePlus.. and it does comes with low quality compared to other OnePlus product.Still with limited budget, decent buy but nothing great",Amazon Customer,Average product
345,5.0 out of 5 stars,Good build... Light and premium.... Great display..... Lasting battery with real fast charging..... Clean interface..... Worth the price....,CHRISTOPHER SKILL,Great performance
346,4.0 out of 5 stars,Camera and display quality are good. Waiting for any wow factor! Dial pad was slow,phanindra,Sleek and Good
347,5.0 out of 5 stars,"Using it from last 5 days. I really love the display, as it's amolied display It's very smooth and vibrant. Battery backup is amazing. It charge the phone from 30-80% in just 20 minutes. Gaming experience was also good. Camera is average but fine at this price range.",Ronak,Overall good experience.
348,1.0 out of 5 stars,"Pathetic mobile.  Please do not even buy it, better to move onto Samsung.",VP,Pathetic Processing. 5 year
349,1.0 out of 5 stars,Phone is good....screen protection is very bad ....dragontrail not worth....just one day of use already scratched screen.,Varinder,Screen protection not good .
350,2.0 out of 5 stars,"Volume of the call is very less, speaker quality is not good, Vivo has this kind of call volume after 3yrs of usage and its speaker quality was much better than this ph even after more than 3yrs...one plus is a good brand in mobiles but I guess i have rec'd. a defective one",Rachna,Defected ph sent
351,1.0 out of 5 stars,This phone seems not went through quality check process.,Shailendra Negi,"Phone Hang , screen blinging , camera hanging ,"
352,2.0 out of 5 stars,Not accepting such poor quality from 1 Plus. Camera same as normal other phone  range of 15 to 18 thousands.,Aditya sisodia,Cheap
353,5.0 out of 5 stars,"Really the Nord CE has improved a lot and they have focused on core element like battery,camera,design etc.performance is great because of Oxygen OS.Display is impressive.good to go with it.",gaurav kumar,"Improved camera, battery with Oxygen OS User experience"
354,4.0 out of 5 stars,A good phone at this price from One Plus Flagship. No issues as such. A Good camera both rear and front. Rear camera has cool feartues to use while taking pictures. OS is working perfectly. Light weight. Battery life is good and depends upon your usage. Over all best buy in this price range. Those who want more should than double their budget.,Dr. Sushil Kumar Singh,A Great Phone at this Price.
355,1.0 out of 5 stars,It is slow against what they committed and it is hanging quite often with no data,Sairam Pidikiti,Not worth it
356,3.0 out of 5 stars,Good Camera but it can be better.Battery doesn't last long but the charging is super fastSound Quality is goodScreen is not smooth as expected.The case provided in the box is of poor qualityOverall having Good experience with the phone,Amit Kumar Sonthalia,Overall Good
357,4.0 out of 5 stars,Good purchase,shivani singh,Worth buying
358,4.0 out of 5 stars,Just what you need....Battery is draining a little bit fast but waiting for the updates to fix it....Although having some screen tint issues...Don't know its only in my unit or everyone else's,@bunty,Noice
359,3.0 out of 5 stars,"Good phone for regular usage ( maybe best for parents who are not heavy users) display is good, camera is worst.But disappointed with processor performance.",Virik Hirani,3.5/5 for Price value
